Date,Light Sweet Money Managers (R1),Light Sweet Swap Dealers (R1),Light Sweet Manufacturers (R1),Light Sweet Others (R1),Light Sweet (R2),CFFDQSWL Index - Mid Price (R1),CFFDQSWS Index - Mid Price (R1),CFFDQSWD Index - Mid Price (R1),CFFDQPML Index - Mid Price (R1),CFFDQPMS Index - Mid Price (R1),CFFDQMML Index - Mid Price (R1),CFFDQMMS Index - Mid Price (R1),CFFDQMMD Index - Mid Price (R1),CFFDQORL Index - Mid Price (R1),CFFDQORS Index - Mid Price (R1),CFFDQORD Index - Mid Price (R1),SPX Index - Last Price (L1),GC1 Comdty - Last Price (L1),DXY Curncy - Last Price (R4),USGG2YR Index - Last Price (R3)
2014-05-16,296627.0,-321766.0,-85599.0,91112.0,102.02,131502.0,453268.0,154210.0,247474.0,333073.0,325314.0,28687.0,275478.0,169766.0,78654.0,226818.0,1877.86,1293.4,80.043,0.3589
2014-05-23,311892.0,-340114.0,-89069.0,98316.0,104.35,129427.0,469541.0,133994.0,227820.0,316889.0,345335.0,33443.0,258939.0,162257.0,63941.0,250659.0,1900.53,1291.7,80.393,0.3424
2014-05-30,335526.0,-357530.0,-87962.0,87610.0,102.71,123369.0,480899.0,140223.0,214519.0,302481.0,365589.0,30063.0,261316.0,160546.0,72936.0,261201.0,1923.57,1245.6,80.369,0.373
2014-06-06,336164.0,-349267.0,-92307.0,80421.0,102.66,121163.0,470430.0,146295.0,236255.0,328562.0,362982.0,26818.0,262366.0,157574.0,77153.0,264979.0,1949.44,1252.1,80.409,0.3988
2014-06-13,329396.0,-351484.0,-95298.0,88615.0,106.91,113658.0,465142.0,135694.0,253211.0,348509.0,356487.0,27091.0,270893.0,164389.0,75774.0,267663.0,1936.16,1273.7,80.576,0.4493
2014-06-20,332282.0,-382436.0,-105340.0,124874.0,107.26,108480.0,490916.0,136798.0,246056.0,351396.0,367081.0,34799.0,289917.0,177980.0,53106.0,286092.0,1962.87,1316.2,80.372,0.4561
2014-06-27,322988.0,-395811.0,-96769.0,135981.0,105.74,104340.0,500151.0,147314.0,249236.0,346005.0,360883.0,37895.0,297814.0,187133.0,51152.0,269319.0,1960.96,1320.0,80.039,0.4607
2014-07-04,311395.0,-394050.0,-87332.0,134445.0,104.06,108087.0,502137.0,152277.0,264738.0,352070.0,348787.0,37392.0,310414.0,186925.0,52480.0,279359.0,1985.44,1320.6,80.269,0.5059
2014-07-11,295308.0,-385019.0,-77611.0,129579.0,100.83,108998.0,494017.0,158441.0,261720.0,339331.0,334110.0,38802.0,308122.0,180321.0,50742.0,284681.0,1967.57,1337.4,80.187,0.4479
2014-07-18,263941.0,-369677.0,-57258.0,135662.0,103.13,113618.0,483295.0,159351.0,282359.0,339617.0,304847.0,40906.0,305830.0,184882.0,49220.0,275116.0,1978.22,1309.4,80.524,0.4777
2014-07-25,261270.0,-350839.0,-53426.0,110174.0,102.09,120260.0,471099.0,146572.0,248205.0,301631.0,297492.0,36222.0,296839.0,170082.0,59908.0,266747.0,1978.34,1303.3,81.029,0.4877
2014-08-01,265500.0,-351868.0,-50521.0,99239.0,97.88,119077.0,470945.0,152386.0,227621.0,278142.0,302682.0,37182.0,300352.0,167433.0,68194.0,262942.0,1925.15,1293.6,81.302,0.4723
2014-08-08,237094.0,-339399.0,-41297.0,110110.0,97.65,124997.0,464396.0,150201.0,232751.0,274048.0,283767.0,46673.0,289429.0,166777.0,56667.0,245795.0,1931.59,1308.9,81.389,0.4442
2014-08-15,218475.0,-326346.0,-27673.0,105591.0,97.35,122677.0,449023.0,141699.0,233198.0,260871.0,267654.0,49179.0,315427.0,165677.0,60086.0,248015.0,1955.06,1304.5,81.424,0.4074
2014-08-22,196693.0,-326702.0,-25021.0,126780.0,93.65,115409.0,442111.0,141903.0,215613.0,240634.0,260743.0,64050.0,308076.0,168545.0,41765.0,252249.0,1988.4,1278.6,82.336,0.4918
2014-08-29,195742.0,-309326.0,-31251.0,121985.0,95.96,119804.0,429130.0,143263.0,213757.0,245008.0,260843.0,65101.0,320692.0,163407.0,41422.0,252902.0,2003.37,1286.5,82.748,0.4882
2014-09-05,182206.0,-294554.0,-30083.0,120358.0,93.29,126875.0,421429.0,140750.0,205524.0,235607.0,258396.0,76190.0,331545.0,162662.0,42304.0,252909.0,2007.71,1266.3,83.739,0.5079
2014-09-12,198162.0,-287062.0,-31568.0,101820.0,92.27,128531.0,415593.0,144537.0,208074.0,239642.0,270286.0,72124.0,322450.0,156294.0,54474.0,246524.0,1985.54,1230.4,84.24,0.5602
2014-09-19,208750.0,-280684.0,-29199.0,88531.0,92.41,118467.0,399151.0,163754.0,192368.0,221567.0,277164.0,68414.0,309683.0,157253.0,68722.0,236682.0,2010.4,1215.5,84.735,0.5649
2014-09-26,194069.0,-270086.0,-43914.0,101983.0,93.54,120525.0,390611.0,154152.0,188984.0,232898.0,264713.0,70644.0,288442.0,158526.0,56543.0,232795.0,1982.85,1214.1,85.64,0.5748
2014-10-03,207954.0,-270270.0,-43941.0,87992.0,89.74,118432.0,388702.0,157379.0,187631.0,231572.0,272403.0,64449.0,279030.0,154286.0,66294.0,240545.0,1967.9,1192.2,86.694,0.5575
2014-10-10,199970.0,-259562.0,-54342.0,93713.0,85.82,121438.0,381000.0,152120.0,204759.0,259101.0,273096.0,73126.0,259865.0,162546.0,68833.0,243515.0,1906.13,1221.0,85.912,0.4239
2014-10-17,202186.0,-246982.0,-46418.0,76594.0,82.75,129813.0,376795.0,137200.0,235755.0,282173.0,283237.0,81051.0,250772.0,158388.0,81794.0,259503.0,1886.76,1238.3,85.11,0.3709
2014-10-24,211357.0,-234588.0,-52666.0,68744.0,81.01,147210.0,381798.0,120817.0,221691.0,274357.0,277256.0,65899.0,232040.0,153093.0,84349.0,237956.0,1964.58,1231.2,85.732,0.3859
2014-10-31,205734.0,-222975.0,-55232.0,61570.0,80.54,140097.0,363072.0,131114.0,235349.0,290581.0,271486.0,65752.0,230454.0,156600.0,95030.0,237496.0,2018.05,1171.6,86.917,0.4914
2014-11-07,192671.0,-221053.0,-58400.0,75861.0,78.65,133495.0,354548.0,140671.0,231568.0,289968.0,268471.0,75800.0,237758.0,167178.0,91317.0,245274.0,2031.92,1169.8,87.642,0.4985
2014-11-14,203264.0,-227656.0,-61745.0,73568.0,75.82,125413.0,353069.0,141164.0,234178.0,295923.0,271818.0,68554.0,247229.0,170301.0,96733.0,241587.0,2039.82,1185.6,87.525,0.5119
2014-11-21,182375.0,-226752.0,-48031.0,72988.0,76.51,117317.0,344069.0,151277.0,218559.0,266590.0,252086.0,69711.0,266583.0,151627.0,78639.0,224717.0,2063.5,1197.7,88.31,0.501
2014-11-28,168388.0,-220124.0,-49934.0,84613.0,66.15,110460.0,330584.0,129852.0,201683.0,251617.0,245213.0,76825.0,231379.0,155408.0,70795.0,237347.0,2067.56,1175.2,88.356,0.4685
2014-12-05,197643.0,-216437.0,-53509.0,67353.0,65.84,110493.0,326930.0,134313.0,213400.0,266909.0,260916.0,63273.0,242551.0,147802.0,80449.0,260697.0,2075.37,1190.1,89.334,0.6433
2014-12-12,202921.0,-212932.0,-54900.0,58855.0,57.81,108635.0,321567.0,135477.0,220662.0,275562.0,263232.0,60311.0,234269.0,150523.0,91668.0,260155.0,2002.33,1222.0,88.363,0.5401
2014-12-19,215139.0,-230366.0,-68073.0,68940.0,56.52,112532.0,342898.0,138159.0,203106.0,271179.0,276135.0,60996.0,233013.0,158897.0,89957.0,272999.0,2070.65,1195.9,89.598,0.638
2014-12-26,200896.0,-218068.0,-71339.0,80753.0,54.73,115440.0,333508.0,163709.0,194950.0,266289.0,257276.0,56380.0,231581.0,155505.0,74752.0,241344.0,2088.77,1195.3,90.03,0.7393
2015-01-02,194484.0,-204238.0,-76339.0,78000.0,52.69,122086.0,326324.0,167129.0,193840.0,270179.0,259253.0,64769.0,231540.0,161931.0,83931.0,246843.0,2058.2,1186.2,91.08,0.6647
2015-01-09,188251.0,-198481.0,-81397.0,80549.0,48.36,120253.0,318734.0,164834.0,205377.0,286774.0,270010.0,81759.0,241346.0,170811.0,90262.0,249669.0,2044.81,1216.1,91.935,0.561
2015-01-16,204795.0,-182387.0,-101400.0,70685.0,48.69,127038.0,309425.0,167893.0,229511.0,330911.0,305707.0,100912.0,274875.0,179757.0,109072.0,255954.0,2019.42,1276.9,92.52,0.4835
2015-01-23,205706.0,-170412.0,-115839.0,75563.0,45.59,136898.0,307310.0,162165.0,223956.0,339795.0,304529.0,98823.0,257452.0,175979.0,100416.0,247332.0,2051.82,1292.6,94.762,0.4864
2015-01-30,203744.0,-162193.0,-124442.0,70527.0,48.24,142675.0,304868.0,170178.0,255666.0,380108.0,319868.0,116124.0,259279.0,176413.0,105886.0,260172.0,1994.99,1278.5,94.804,0.4488
2015-02-06,193444.0,-149161.0,-124431.0,78752.0,51.69,176078.0,325239.0,171717.0,258305.0,382736.0,310803.0,117359.0,279144.0,177453.0,98701.0,269197.0,2055.47,1233.9,94.698,0.6435
2015-02-13,195046.0,-160360.0,-113659.0,76481.0,52.78,184439.0,344799.0,160785.0,256509.0,370168.0,300286.0,105240.0,292900.0,178703.0,102222.0,267659.0,2096.99,1226.5,94.201,0.6411
2015-02-20,208558.0,-169146.0,-127486.0,90832.0,50.34,175161.0,344307.0,160597.0,244656.0,372142.0,309159.0,100601.0,287510.0,169582.0,78750.0,264960.0,2110.3,1204.4,94.253,0.6321
2015-02-27,198427.0,-154497.0,-125837.0,71410.0,49.76,183707.0,338204.0,157972.0,264401.0,390238.0,317774.0,119347.0,259491.0,173131.0,101721.0,251774.0,2104.5,1213.1,95.293,0.6184
2015-03-06,164194.0,-142117.0,-128283.0,98095.0,49.61,201464.0,343581.0,162251.0,239843.0,368126.0,300081.0,135887.0,275294.0,197867.0,99772.0,229068.0,2071.26,1164.3,97.615,0.7234
2015-03-13,160285.0,-139147.0,-124333.0,100374.0,44.84,201092.0,340239.0,158751.0,206207.0,330540.0,301134.0,140849.0,277579.0,194008.0,93634.0,251241.0,2053.4,1152.4,100.33,0.657
2015-03-20,144496.0,-118443.0,-132691.0,98992.0,45.72,219413.0,337856.0,167696.0,205668.0,338359.0,314564.0,170068.0,299396.0,202392.0,103400.0,262784.0,2108.1,1184.6,97.909,0.5812
2015-03-27,141964.0,-84265.0,-117440.0,64923.0,48.87,236742.0,321007.0,158264.0,200057.0,317497.0,315174.0,173210.0,304287.0,198412.0,133489.0,259275.0,2061.02,1199.8,97.291,0.5944
2015-04-03,175453.0,-99608.0,-126738.0,51242.0,49.14,220302.0,319910.0,148619.0,209706.0,336444.0,324675.0,149222.0,313452.0,191353.0,140111.0,252323.0,2066.96,1200.9,96.545,0.4762
2015-04-10,216421.0,-106555.0,-137273.0,35622.0,51.64,215418.0,321973.0,148305.0,202543.0,339816.0,335452.0,119031.0,313226.0,185477.0,149855.0,266871.0,2102.06,1204.6,99.338,0.556
2015-04-17,238556.0,-123382.0,-156113.0,43604.0,55.74,203542.0,326924.0,162959.0,243508.0,399621.0,342607.0,104051.0,304229.0,185378.0,141774.0,254767.0,2081.18,1202.9,97.52,0.5081
2015-04-24,259286.0,-152910.0,-171934.0,63806.0,57.15,186067.0,338977.0,162363.0,230004.0,401938.0,340036.0,80750.0,290266.0,179317.0,115511.0,259025.0,2117.69,1175.2,96.922,0.5041
2015-05-01,257353.0,-149648.0,-170969.0,57491.0,59.15,193839.0,343487.0,159059.0,221689.0,392658.0,339140.0,81787.0,284142.0,182564.0,125073.0,257140.0,2108.29,1174.5,95.297,0.595
2015-05-08,266310.0,-163662.0,-164848.0,59396.0,59.39,196807.0,360469.0,166774.0,233630.0,398478.0,340604.0,74294.0,284530.0,190160.0,130764.0,258010.0,2116.1,1188.9,94.794,0.5719
2015-05-15,263032.0,-154702.0,-167404.0,57180.0,59.69,204021.0,358723.0,165482.0,235078.0,402482.0,325773.0,62741.0,289003.0,186670.0,129490.0,248535.0,2122.73,1225.3,93.135,0.5363
2015-05-22,250573.0,-179593.0,-170947.0,92858.0,59.72,197979.0,377572.0,142657.0,201379.0,372326.0,318849.0,68276.0,266596.0,185766.0,92908.0,228899.0,2126.06,1204.0,96.014,0.6142
2015-05-29,251015.0,-172263.0,-173955.0,96976.0,60.3,196383.0,368646.0,140387.0,197758.0,371713.0,316262.0,65247.0,263227.0,185739.0,88763.0,238381.0,2107.39,1189.4,96.907,0.6053
2015-06-05,244522.0,-170525.0,-169430.0,94996.0,59.13,198339.0,368864.0,143851.0,198973.0,368403.0,304462.0,59940.0,278681.0,189988.0,94992.0,257041.0,2092.83,1167.8,96.306,0.7087
2015-06-12,236618.0,-159492.0,-165642.0,89237.0,59.96,200664.0,360156.0,139722.0,196169.0,361811.0,298385.0,61767.0,272351.0,185413.0,96176.0,272770.0,2094.11,1178.8,94.972,0.7256
2015-06-19,239044.0,-165805.0,-165081.0,88089.0,59.61,182661.0,348466.0,156703.0,211227.0,376308.0,297492.0,58448.0,258146.0,187440.0,99351.0,283074.0,2109.99,1201.5,94.085,0.6169
2015-06-26,235807.0,-170873.0,-164086.0,91626.0,59.63,182504.0,353377.0,189282.0,198644.0,362730.0,297027.0,61220.0,258845.0,182974.0,91348.0,267523.0,2101.49,1172.9,95.472,0.7117
2015-07-03,221052.0,-166855.0,-164816.0,107127.0,56.93,186458.0,353313.0,192099.0,205024.0,369840.0,286776.0,65724.0,262170.0,196245.0,89118.0,266322.0,2076.78,1163.5,96.113,0.627
2015-07-10,181030.0,-146648.0,-144228.0,115130.0,52.74,199924.0,346572.0,183743.0,201152.0,345380.0,279448.0,98418.0,274637.0,206414.0,91284.0,266342.0,2076.62,1157.9,96.025,0.637
2015-07-17,147349.0,-115066.0,-141836.0,117038.0,50.89,215377.0,330443.0,203550.0,210525.0,352361.0,258100.0,110751.0,279629.0,209934.0,92896.0,280739.0,2126.64,1131.9,97.862,0.6655
2015-07-24,114187.0,-121665.0,-135473.0,139496.0,48.14,208682.0,330347.0,188410.0,193597.0,329070.0,239438.0,125251.0,275272.0,224892.0,85396.0,263674.0,2079.65,1085.5,97.244,0.6781
2015-07-31,106466.0,-118076.0,-125532.0,136953.0,47.12,209902.0,327978.0,177897.0,206398.0,331930.0,246018.0,139552.0,270602.0,229957.0,93004.0,278470.0,2103.84,1094.9,97.336,0.6606
2015-08-07,115972.0,-119438.0,-122850.0,131121.0,43.87,198930.0,318368.0,192336.0,220419.0,343269.0,251136.0,135164.0,286911.0,227548.0,96427.0,282877.0,2077.57,1094.1,97.563,0.7169
2015-08-14,100132.0,-100509.0,-131916.0,125711.0,42.5,206105.0,306614.0,188812.0,167179.0,299095.0,251147.0,151015.0,266762.0,227716.0,102005.0,280876.0,2091.54,1112.9,96.52,0.7218
2015-08-21,82554.0,-76902.0,-136927.0,128010.0,40.45,225220.0,302122.0,190505.0,178379.0,315306.0,241712.0,159158.0,278942.0,231486.0,103476.0,259867.0,1970.89,1159.6,95.008,0.6128
2015-08-28,89234.0,-81608.0,-135241.0,126329.0,45.22,218135.0,299743.0,185995.0,166580.0,301821.0,245238.0,156004.0,282891.0,228922.0,102593.0,265699.0,1988.87,1133.5,96.106,0.7156
2015-09-04,110190.0,-76908.0,-142162.0,110152.0,46.05,220887.0,297795.0,196614.0,158459.0,300621.0,250891.0,140701.0,286520.0,236286.0,126134.0,266649.0,1921.22,1120.9,96.229,0.7067
2015-09-11,130080.0,-81501.0,-144905.0,101350.0,44.63,218692.0,300193.0,192410.0,178255.0,323160.0,258812.0,128732.0,279278.0,231337.0,129987.0,277147.0,1961.05,1103.3,95.194,0.7053
2015-09-18,144287.0,-85892.0,-153066.0,95099.0,44.68,211750.0,297642.0,189598.0,186716.0,339782.0,260007.0,115720.0,290393.0,225812.0,130713.0,265470.0,1958.03,1138.1,94.863,0.6777
2015-09-25,163841.0,-79913.0,-169858.0,95588.0,45.7,207556.0,287469.0,185833.0,154984.0,324842.0,269393.0,105552.0,255609.0,219811.0,124223.0,248200.0,1931.34,1145.7,96.269,0.6918
2015-10-02,150390.0,-71306.0,-178443.0,101338.0,45.54,212026.0,283332.0,182310.0,166039.0,344482.0,263126.0,112736.0,259413.0,218359.0,117021.0,245839.0,1951.36,1137.1,95.83,0.5794
2015-10-09,173467.0,-68095.0,-185118.0,84794.0,49.63,218526.0,286621.0,193483.0,176740.0,361858.0,278318.0,104851.0,259398.0,212782.0,127988.0,263306.0,2014.89,1156.3,94.813,0.637
2015-10-16,182342.0,-89251.0,-185616.0,82650.0,47.26,207035.0,296286.0,180566.0,204960.0,390576.0,269937.0,87595.0,245175.0,217803.0,135153.0,239996.0,2033.11,1183.6,94.54,0.6088
2015-10-23,159793.0,-63566.0,-199800.0,91358.0,44.6,217982.0,281548.0,182598.0,169869.0,369669.0,266363.0,106570.0,244676.0,218727.0,127369.0,235218.0,2075.15,1163.3,97.127,0.6413
2015-10-30,139172.0,-45620.0,-195963.0,97403.0,46.59,227077.0,272697.0,183837.0,178194.0,374157.0,273436.0,134264.0,257515.0,226192.0,128789.0,248976.0,2079.36,1141.4,96.946,0.724
2015-11-06,165718.0,-30997.0,-213375.0,80473.0,44.29,236672.0,267669.0,190460.0,161348.0,374723.0,281962.0,116244.0,271557.0,211422.0,130949.0,246499.0,2099.2,1087.7,99.168,0.8859
2015-11-13,138597.0,-28995.0,-217077.0,99725.0,40.74,230008.0,259003.0,193587.0,169671.0,386748.0,277775.0,139178.0,242615.0,221170.0,121445.0,255212.0,2023.04,1080.9,98.998,0.8347
2015-11-20,109958.0,-29978.0,-206843.0,118597.0,40.39,233785.0,263763.0,182500.0,153836.0,360679.0,266187.0,156229.0,272578.0,227912.0,109315.0,239075.0,2089.17,1076.3,99.565,0.9172
2015-11-27,85108.0,-2193.0,-211280.0,126917.0,41.71,252529.0,254722.0,168522.0,144101.0,355381.0,250061.0,164953.0,283060.0,222212.0,95295.0,232588.0,2090.11,1056.2,100.02,0.9185
2015-12-04,79252.0,-3947.0,-208925.0,129226.0,39.97,246377.0,250324.0,168648.0,157123.0,366048.0,251057.0,171805.0,298513.0,224525.0,95299.0,232174.0,2091.69,1084.5,98.354,0.9388
2015-12-11,74253.0,5261.0,-210084.0,123621.0,35.62,246450.0,241189.0,168195.0,161463.0,371547.0,253141.0,178888.0,324578.0,226947.0,103326.0,241848.0,2012.37,1076.9,97.565,0.875
2015-12-18,79408.0,3424.0,-211563.0,131103.0,34.73,239281.0,235857.0,179283.0,149708.0,361271.0,254885.0,175477.0,311899.0,217343.0,86240.0,243751.0,2005.55,1066.2,98.703,0.9522
2015-12-25,62057.0,16118.0,-212799.0,130855.0,38.1,242545.0,226427.0,167240.0,149029.0,361828.0,235119.0,173062.0,326487.0,218562.0,87707.0,221827.0,2060.99,1077.2,97.847,0.9983
2016-01-01,73751.0,21352.0,-213968.0,122600.0,37.04,239486.0,218134.0,176577.0,154829.0,368797.0,238919.0,165168.0,325755.0,209713.0,87113.0,222916.0,2043.94,1060.2,98.683,1.0477
2016-01-08,49436.0,24184.0,-212749.0,134741.0,33.16,234339.0,210155.0,179100.0,162630.0,375379.0,231998.0,182562.0,348073.0,228419.0,93678.0,232038.0,1922.03,1097.9,98.54,0.9318
2016-01-15,36372.0,46745.0,-224985.0,127132.0,29.42,250440.0,203695.0,168737.0,171050.0,396035.0,249863.0,213491.0,326905.0,249932.0,122800.0,243125.0,1880.33,1090.7,98.956,0.85
2016-01-22,56663.0,39041.0,-230088.0,122709.0,32.19,232689.0,193648.0,171051.0,168623.0,398711.0,240700.0,184037.0,314724.0,242074.0,119365.0,223381.0,1906.9,1096.3,99.574,0.8691
2016-01-29,77084.0,43707.0,-252757.0,128626.0,33.62,235095.0,191388.0,172095.0,189269.0,442026.0,268202.0,191118.0,318940.0,255508.0,126882.0,235303.0,1940.24,1116.4,99.606,0.7737
2016-02-05,66270.0,37603.0,-243389.0,130603.0,30.89,227385.0,189782.0,177130.0,224224.0,467613.0,272485.0,206215.0,343376.0,273335.0,142732.0,244724.0,1880.05,1157.8,97.031,0.7221
2016-02-12,72403.0,51660.0,-252546.0,115474.0,29.44,239806.0,188146.0,170926.0,211963.0,464509.0,270210.0,197807.0,361662.0,274590.0,159116.0,224814.0,1864.78,1239.1,95.94,0.7137
2016-02-19,57861.0,81733.0,-250728.0,101126.0,29.64,269405.0,187672.0,187257.0,182897.0,433625.0,267102.0,209241.0,371124.0,250838.0,149712.0,211200.0,1917.78,1230.4,96.6,0.7418
2016-02-26,102252.0,47835.0,-261064.0,103604.0,32.78,258565.0,210730.0,166895.0,176022.0,437086.0,275705.0,173453.0,357338.0,257563.0,153959.0,192470.0,1948.05,1220.4,98.148,0.7934
2016-03-04,124411.0,62875.0,-275753.0,88107.0,35.92,262169.0,199294.0,178751.0,166361.0,442114.0,279333.0,154922.0,366461.0,250428.0,162321.0,207620.0,1999.99,1270.7,97.34,0.8616
2016-03-11,165251.0,40482.0,-281571.0,79001.0,38.5,262414.0,221932.0,172092.0,177906.0,459477.0,286827.0,121576.0,377482.0,248762.0,169761.0,199743.0,2022.19,1259.4,96.172,0.9554
2016-03-18,194945.0,-22.0,-267715.0,74911.0,39.44,237940.0,237962.0,173193.0,170375.0,438090.0,297622.0,102677.0,370260.0,246794.0,171883.0,197835.0,2049.58,1254.3,95.086,0.8353
2016-03-25,226086.0,-10147.0,-286782.0,81891.0,39.46,231699.0,241846.0,169048.0,151986.0,438768.0,294899.0,68813.0,357844.0,232939.0,151048.0,181888.0,2035.94,1221.6,96.273,0.8689
2016-04-01,209182.0,-16079.0,-288971.0,96329.0,36.79,222296.0,238375.0,169896.0,167139.0,456110.0,291100.0,81918.0,352096.0,243537.0,147208.0,197503.0,2072.78,1222.2,94.619,0.7224
2016-04-08,176508.0,-5162.0,-282665.0,113622.0,39.72,226490.0,231652.0,179049.0,168241.0,450906.0,289770.0,113262.0,344622.0,251946.0,138324.0,218549.0,2047.6,1242.5,94.235,0.695
2016-04-15,201020.0,6406.0,-285640.0,88141.0,40.36,251379.0,244973.0,187844.0,171147.0,456787.0,289000.0,87980.0,350287.0,241256.0,153115.0,219279.0,2080.73,1233.1,94.696,0.7335
2016-04-22,221871.0,-29093.0,-296685.0,112304.0,43.73,219454.0,248547.0,189262.0,156094.0,452779.0,297733.0,75862.0,312610.0,242315.0,130011.0,208862.0,2091.58,1228.7,95.116,0.8178
2016-04-29,223467.0,-34014.0,-291061.0,110798.0,45.92,220676.0,254690.0,183039.0,169991.0,461052.0,296197.0,72730.0,301512.0,248085.0,137287.0,207525.0,2065.3,1290.5,93.082,0.7816
2016-05-06,212757.0,-26812.0,-288395.0,105787.0,44.66,223876.0,250688.0,186443.0,184485.0,472880.0,285229.0,72472.0,310881.0,244794.0,139007.0,223520.0,2057.14,1294.0,93.888,0.734
2016-05-13,191731.0,-8087.0,-283534.0,100229.0,46.21,236744.0,244831.0,176138.0,209526.0,493060.0,284570.0,92839.0,278842.0,237229.0,137000.0,209489.0,2046.61,1272.7,94.608,0.7459
2016-05-20,221826.0,-56136.0,-295293.0,146943.0,47.75,219249.0,275385.0,175248.0,190853.0,486146.0,294071.0,72245.0,264496.0,260525.0,113582.0,197918.0,2052.32,1252.9,95.334,0.8763
2016-05-27,210985.0,-54392.0,-287350.0,137157.0,49.33,204663.0,259055.0,167927.0,164234.0,451584.0,281321.0,70336.0,278089.0,246909.0,109752.0,218472.0,2099.06,1213.8,95.521,0.9086
2016-06-03,210646.0,-49884.0,-289478.0,136356.0,48.62,202310.0,252194.0,184209.0,182723.0,472201.0,273948.0,63302.0,297513.0,248713.0,112357.0,222468.0,2099.13,1240.1,94.029,0.7716
2016-06-10,192591.0,-35788.0,-284374.0,132591.0,49.07,213759.0,249547.0,186735.0,181530.0,465904.0,281955.0,89364.0,317496.0,243553.0,110962.0,222297.0,2096.07,1273.4,94.571,0.7265
2016-06-17,152698.0,-42063.0,-275469.0,159887.0,47.98,209345.0,251408.0,203791.0,181567.0,457036.0,268734.0,116036.0,324967.0,254618.0,94731.0,227025.0,2071.22,1292.5,94.206,0.6927
2016-06-24,180976.0,-41311.0,-276270.0,137619.0,47.64,217589.0,258900.0,196454.0,173452.0,449722.0,279417.0,98441.0,312021.0,235810.0,98191.0,221403.0,2037.41,1320.0,95.448,0.627
2016-07-01,152611.0,-37406.0,-270378.0,151628.0,48.99,211378.0,248784.0,194852.0,193911.0,464289.0,275846.0,123235.0,292431.0,234549.0,82921.0,225877.0,2102.95,1339.0,95.649,0.5893
2016-07-08,145365.0,-41437.0,-263600.0,154307.0,45.41,203002.0,244439.0,189468.0,204086.0,467686.0,278085.0,132720.0,301808.0,241356.0,87049.0,239672.0,2129.9,1358.4,96.302,0.605
2016-07-15,154529.0,-27909.0,-265443.0,140266.0,45.95,216190.0,244099.0,165226.0,208422.0,473865.0,283738.0,129209.0,296267.0,232479.0,92213.0,231423.0,2161.74,1327.4,96.58,0.6674
2016-07-22,136086.0,-34961.0,-261041.0,153495.0,44.19,208551.0,243512.0,164766.0,181793.0,442834.0,289395.0,153309.0,283332.0,236233.0,82738.0,224700.0,2175.03,1323.4,97.467,0.7025
